carat,cut,color,clarity,depth,table,price
1.21,3,3,4,60.1,57.0,6887
0.7,2,2,3,62.8,59.0,1790
1.77,5,1,5,62.2,56.0,11150
1.01,4,5,8,62.3,57.0,9627
0.54,4,5,2,61.2,60.0,1013
0.84,4,3,2,61.3,58.0,2628
0.6,4,5,2,59.5,61.0,1272
0.54,5,1,3,62.5,54.0,964
1.02,5,6,3,62.2,57.0,5655
1.0,4,1,3,61.9,62.0,3528
0.3,2,3,6,63.5,55.0,605
1.17,5,4,2,62.6,55.0,5743
0.3,3,2,5,60.4,58.0,473
1.18,5,7,3,61.9,55.0,7216
0.9,3,2,4,61.4,58.0,4089
2.0,3,3,3,60.3,61.0,16092
0.34,3,6,2,61.7,61.0,477
0.5,5,5,3,61.3,56.0,1317
1.01,3,6,2,59.6,61.0,4355
0.31,5,6,6,61.4,57.0,791
1.57,3,2,5,59.7,61.0,10336
1.19,4,3,5,61.9,59.0,7864
0.4,3,6,2,61.6,55.0,611
0.34,5,2,3,61.9,56.0,469
0.3,4,4,6,61.2,58.0,878
1.5,4,7,2,59.9,62.0,10517
1.16,5,2,2,62.4,55.0,3800
0.4,5,7,4,61.9,58.0,917
0.91,1,7,4,65.1,63.0,4439
1.05,4,3,2,62.8,56.0,3352
1.04,5,4,3,61.9,56.0,5311
2.43,3,3,2,63.2,57.0,16170
1.42,4,5,5,58.4,59.0,10338
1.06,3,5,4,62.7,55.0,6627
0.32,5,4,4,61.4,56.0,720
0.38,5,7,5,62.4,56.0,1170
0.3,5,6,6,61.3,57.0,949
0.41,2,4,1,63.8,56.0,600
1.21,4,2,2,62.7,55.0,5184
0.37,4,5,4,62.7,58.0,746
1.25,4,3,2,60.5,61.0,4200
1.01,4,6,3,63.0,61.0,5077
1.04,4,5,4,59.6,62.0,6278
0.9,2,3,2,60.4,61.0,3114
1.02,3,5,5,62.7,55.0,7539
0.35,5,4,4,61.6,54.0,563
1.03,5,5,5,62.8,54.0,8237
0.31,1,7,6,54.2,65.0,997
1.51,4,4,2,62.8,56.0,8794
0.3,3,3,7,61.3,61.0,684
0.92,3,7,2,63.3,59.0,3823
0.31,4,4,3,63.0,58.0,593
0.39,5,4,6,62.2,54.0,952
1.09,4,2,3,61.9,58.0,3968
0.37,4,5,4,62.7,58.0,957
0.41,4,7,6,61.8,58.0,1295
1.5,3,1,6,62.2,57.0,9306
0.54,4,4,3,60.3,57.0,1389
2.0,4,3,2,62.5,58.0,12940
1.01,3,5,5,62.9,58.0,7455
0.32,5,4,5,62.1,55.0,645
0.51,3,6,3,62.1,60.0,1386
0.32,5,5,4,62.4,55.0,645
1.25,4,1,3,62.0,58.0,5166
0.75,3,5,5,63.2,57.0,3129
0.51,5,4,5,62.1,55.0,1781
0.56,3,3,3,61.3,60.0,1197
0.5,5,6,4,61.0,56.0,1629
0.7,4,7,4,58.0,62.0,2773
1.02,3,3,5,61.4,56.5,6204
0.3,3,4,4,62.2,60.0,526
1.06,5,7,8,61.2,57.0,15813
1.0,4,4,4,61.3,62.0,6048
0.43,4,4,7,62.2,58.0,1264
1.51,3,4,2,63.1,58.0,7154
0.5,3,7,3,62.0,60.0,1436
0.3,3,6,4,62.9,58.0,658
0.28,3,4,4,62.0,56.0,427
0.77,5,2,5,61.4,56.0,3066
0.31,3,6,6,61.5,55.0,710
2.0,1,3,4,65.2,56.0,12765
0.3,4,5,6,61.1,59.0,737
1.73,2,6,3,64.2,58.0,14479
1.27,4,3,4,60.7,58.0,7496
0.54,5,3,8,60.3,55.0,2210
0.31,2,6,3,63.4,55.0,544
0.41,3,5,5,58.6,61.0,1007
0.7,5,5,4,61.9,55.0,3011
0.51,3,6,4,64.1,57.0,1549
1.71,5,6,2,62.7,55.0,13097
1.11,4,4,4,60.4,58.0,6445
0.54,5,3,7,61.1,57.0,1846
0.24,3,6,7,63.7,57.0,552
1.83,4,6,2,62.0,57.0,12492
0.7,3,2,7,59.5,58.0,2484
0.91,4,6,4,62.2,60.0,4676
0.4,5,2,5,61.2,56.0,736
1.1,3,2,2,62.8,57.0,4083
0.4,5,6,3,61.2,57.0,737
1.5,3,4,4,61.1,60.0,13528
1.1,5,5,4,60.7,57.0,8977
0.9,3,6,3,63.0,56.0,4315
0.5,3,7,2,58.5,60.0,1074
0.7,4,6,7,61.7,59.0,3265
0.42,3,2,3,63.5,54.0,829
0.81,4,7,2,61.7,58.0,2994
0.52,5,6,5,62.6,57.0,1793
0.57,5,6,4,62.9,57.0,1949
0.52,5,7,7,62.0,57.0,3218
0.3,3,4,6,61.3,58.0,684
1.04,5,4,7,62.5,55.0,8268
0.7,1,3,3,65.5,57.0,2048
0.77,3,7,4,59.6,57.0,3787
0.38,4,7,5,61.9,60.0,1067
1.25,3,2,3,58.9,58.0,5500
0.57,1,5,5,64.5,61.0,1788
2.02,2,1,2,64.4,60.0,10666
1.33,3,5,3,63.3,56.0,8163
1.31,4,2,2,63.0,58.0,5612
0.4,3,1,4,60.9,62.0,596
0.34,5,3,7,62.2,54.0,740
1.24,5,4,6,61.2,56.0,9788
0.32,3,4,7,60.6,56.0,772
0.42,4,5,5,61.9,55.0,1103
1.72,4,3,4,61.3,59.0,13609
0.72,2,5,4,64.1,64.0,2589
1.01,4,3,4,62.3,62.0,4769
1.35,5,4,5,61.5,56.0,10193
1.11,3,3,5,63.2,57.0,6061
0.7,4,5,5,61.7,60.0,2669
1.7,4,6,3,58.2,62.0,10860
0.41,2,3,3,64.3,54.0,748
0.6,5,5,6,60.8,57.0,2856
0.92,1,5,2,65.1,58.0,3282
0.24,3,6,6,62.9,57.0,485
1.02,5,3,2,62.4,55.0,4870
0.95,2,4,6,57.7,59.7,5817
0.52,5,1,2,61.6,55.0,924
1.53,4,1,5,60.1,59.0,8058
0.33,5,3,6,61.7,56.0,666
2.09,4,2,3,60.8,59.0,15339
0.3,5,2,7,61.8,54.0,540
0.31,4,4,5,62.4,59.0,802
0.42,5,3,8,61.7,55.0,1273
0.42,4,7,2,60.8,59.0,898
2.04,5,1,3,59.1,59.0,12554
1.36,3,5,5,62.7,60.0,11946
0.92,4,2,3,58.8,59.0,3545
0.76,2,2,3,64.3,60.0,2326
0.52,5,3,7,62.4,55.0,1695
0.93,1,4,3,64.4,57.0,3358
1.35,5,4,1,62.5,57.0,4643
0.31,5,4,8,61.3,56.0,891
0.7,3,4,4,62.7,57.0,2507
0.32,1,7,7,62.4,61.0,875
0.36,3,4,3,61.8,60.0,537
1.51,3,6,2,63.4,59.0,9513
0.72,2,2,4,60.1,60.5,2174
1.0,4,7,2,61.6,58.0,4626
0.34,5,7,3,60.4,57.0,803
0.5,3,3,4,63.9,57.0,1387
1.09,2,7,5,63.9,57.0,7493
0.31,5,6,4,62.0,55.0,872
0.39,5,4,5,62.0,55.0,1077
0.56,5,5,3,61.1,55.9,1685
1.01,1,5,5,64.6,60.0,6366
0.53,5,5,5,62.4,57.0,1832
0.41,5,6,6,62.2,54.0,1243
0.7,3,7,5,61.5,55.0,3239
0.72,5,2,6,61.7,55.0,2530
0.83,5,1,4,62.3,55.0,2742
0.32,2,6,4,58.8,63.0,801
0.34,5,2,8,62.2,53.5,668
0.28,5,7,4,62.4,57.0,625
0.73,3,5,3,61.3,56.0,3023
2.07,5,2,2,62.0,55.0,16337
1.04,3,5,3,60.1,62.0,5290
1.0,2,6,4,57.4,62.0,6272
0.52,3,7,5,62.6,59.0,1860
0.63,2,5,5,61.6,60.7,2188
0.41,3,5,2,60.8,58.0,647
1.15,5,1,3,61.8,57.0,4347
1.01,2,4,5,58.7,62.0,6247
1.0,3,7,5,62.7,60.0,7877
1.06,5,3,7,61.3,57.0,7193
0.56,5,7,3,61.4,57.0,1723
0.42,4,4,4,62.6,57.0,1087
2.0,4,1,3,62.2,59.0,12308
1.01,4,5,3,62.3,58.0,5345
0.52,5,6,4,62.4,57.0,1621
0.42,2,5,3,63.3,56.0,722
0.33,5,6,5,62.3,56.0,850
0.53,4,7,4,59.9,58.0,1825
1.5,1,3,3,65.0,57.0,6838
0.36,5,6,4,62.1,55.0,789
0.91,1,7,1,66.2,57.0,2491
0.35,2,2,3,63.6,56.0,472
1.03,4,7,6,61.7,59.0,8623
1.01,3,4,4,61.6,56.0,5839
0.9,2,3,4,63.6,58.0,3881
1.58,3,3,6,60.9,58.0,12459
0.35,4,4,3,60.3,60.0,522
1.55,4,3,2,58.0,60.0,6458
0.33,5,4,4,61.2,55.0,743
1.52,4,3,2,58.7,62.0,8127
0.31,5,5,3,62.3,56.0,663
0.5,3,7,4,62.8,58.0,1752
0.51,5,6,3,61.3,55.0,1546
1.07,5,5,2,61.5,57.0,4764
0.34,4,6,4,62.7,56.0,893
0.5,4,6,5,62.8,59.0,1775
0.4,3,4,3,62.6,55.3,795
0.3,3,7,5,63.5,55.0,697
1.02,4,5,2,63.0,58.0,4238
1.08,5,4,4,61.8,55.0,6931
0.28,3,5,5,61.0,59.0,487
0.52,5,1,3,61.4,56.4,896
0.28,4,6,6,60.1,59.0,646
0.56,1,6,3,64.5,61.0,1358
1.24,5,4,6,61.4,58.0,10395
0.32,3,5,8,61.7,55.0,921
0.71,5,3,7,62.0,57.0,2739
1.01,4,4,1,61.1,61.0,3014
0.54,5,6,2,60.4,57.0,1266
0.3,5,7,3,62.5,57.0,552
1.46,3,2,3,62.8,57.0,7387
0.41,4,5,2,59.0,58.0,604
0.36,5,6,7,61.4,57.0,1043
0.35,5,5,4,62.1,54.0,747
0.5,3,6,4,61.1,61.0,1624
0.5,3,6,4,62.9,55.0,1559
1.12,4,3,2,62.4,58.0,4250
0.32,3,2,3,62.4,58.0,388
0.73,4,4,2,61.2,56.0,1610
0.58,4,4,2,61.2,59.0,1307
0.9,3,5,3,61.6,56.0,3724
1.29,5,4,4,62.9,57.0,7080
0.73,3,3,4,61.3,60.0,2430
0.56,5,6,7,62.1,56.0,2750
0.96,4,6,3,60.0,60.0,4864
0.7,3,5,3,63.1,54.0,2278
0.34,5,6,7,62.1,57.0,1084
0.57,3,7,2,62.1,58.0,1387
0.73,5,2,3,62.0,57.0,2215
0.32,3,1,3,63.2,56.0,480
1.08,4,7,2,62.1,58.0,5138
0.5,4,6,4,61.3,56.0,1629
1.11,5,3,2,62.7,57.0,4578
1.0,2,4,6,63.1,58.0,7453
0.41,4,5,6,61.0,59.0,1115
0.32,2,4,5,60.8,62.0,548
0.23,3,7,5,61.9,58.0,402
0.31,3,5,4,62.7,57.0,625
0.7,5,7,4,62.4,57.0,2867
0.34,4,4,4,61.1,60.0,765
0.7,5,2,5,61.8,55.0,2469
0.37,4,2,5,61.4,59.0,749
1.17,3,2,3,62.6,58.0,4826
1.63,2,2,3,63.7,58.0,9730
0.32,4,3,4,59.5,58.0,648
0.5,5,3,4,60.3,55.0,1306
1.0,1,2,1,66.9,57.0,1997
0.38,5,6,7,62.4,54.0,1160
1.08,3,5,3,58.2,63.0,5256
1.51,3,6,2,62.8,59.0,9058
1.56,2,2,4,57.2,62.0,9784
1.5,2,2,3,62.9,60.0,8161
0.9,3,3,5,60.5,63.0,4201
0.39,3,4,7,62.7,58.0,854
0.62,4,4,3,62.6,60.0,1552
0.71,2,4,3,63.6,56.0,2428
1.02,2,6,2,63.3,59.0,4398
0.29,5,7,5,62.9,55.0,647
0.5,4,1,5,62.4,61.0,1035
0.3,3,4,8,63.5,55.0,956
0.72,5,6,3,62.1,57.0,2608
1.79,2,4,2,57.8,59.0,9122
0.37,4,4,4,61.3,60.0,649
0.41,4,5,3,61.8,58.0,755
1.02,5,5,5,61.2,57.0,8024
1.2,5,6,2,61.3,56.0,6006
0.4,2,4,3,63.2,58.0,655
1.12,5,5,2,61.8,56.0,5277
0.7,4,7,4,59.6,61.0,2859
2.4,4,1,3,59.7,58.0,15920
0.31,4,3,3,62.4,60.0,573
0.26,5,6,6,61.6,57.0,597
0.54,5,7,3,62.6,55.0,1715
1.51,3,2,4,60.4,58.0,9178
0.59,3,6,4,61.7,60.0,1857
1.16,3,1,4,63.7,56.0,4323
0.76,5,2,8,61.6,55.0,2988
0.3,5,5,3,60.6,57.0,609
0.54,5,7,6,61.2,55.0,2323
1.04,3,2,2,61.6,58.0,3449
0.43,4,6,5,62.3,58.0,1131
1.54,4,2,3,60.8,61.0,8969
1.51,4,6,4,60.1,58.0,15025
0.33,3,7,6,60.8,58.0,1050
1.02,5,6,3,60.4,55.0,5278
1.05,5,2,3,62.1,54.0,4679
0.63,5,1,2,61.4,54.0,1065
1.71,4,2,5,60.6,57.0,11246
1.01,2,6,2,63.9,55.0,4440
1.16,4,5,4,62.7,58.0,7003
0.3,5,4,6,62.7,57.0,878
0.4,4,5,6,60.8,59.0,1088
0.33,5,3,8,61.9,55.0,868
2.15,5,3,2,61.8,57.0,17219
0.4,4,6,4,62.2,59.0,975
0.73,3,5,3,61.6,62.0,2326
0.7,5,5,2,62.8,55.0,2138
0.74,5,3,2,62.1,57.0,2327
0.41,4,1,5,60.8,61.0,830
0.84,4,6,2,62.4,58.0,2574
1.0,2,3,2,59.0,61.0,3991
0.37,5,4,3,62.0,55.0,586
1.21,3,4,4,63.1,60.0,7416
0.6,5,7,4,62.0,55.0,2444
1.04,3,4,4,61.8,56.0,6177
1.22,5,2,3,60.2,57.0,5807
0.78,4,5,5,60.6,57.0,3342
0.77,5,4,4,61.7,55.0,3154
0.3,2,4,4,63.9,55.0,675
0.28,4,4,6,60.2,60.0,504
0.27,5,7,8,62.4,56.0,893
1.01,4,6,2,59.5,60.0,3801
1.25,5,6,2,62.3,57.0,6670
1.65,3,3,2,63.4,59.0,8020
1.26,5,3,4,61.7,56.0,7424
0.33,3,4,4,62.6,56.0,579
0.83,5,5,3,62.8,56.0,3482
0.7,2,5,5,59.1,62.0,2877
1.79,5,1,4,61.8,56.0,10658
1.17,5,4,4,61.4,56.0,7550
0.9,5,7,3,61.3,58.0,4661
0.41,4,1,5,62.1,58.0,830
1.72,3,7,2,63.4,62.0,12360
0.47,5,4,2,62.4,55.0,784
0.7,2,6,5,65.5,57.0,2657
0.43,4,4,7,60.9,58.0,1264
0.81,3,4,3,62.5,60.0,2806
0.3,5,4,5,62.0,54.0,776
0.3,3,4,3,61.0,58.0,432
1.13,5,3,3,62.3,56.0,5483
0.43,3,4,3,60.4,58.0,754
1.51,5,4,5,61.9,57.0,14674
0.31,5,4,6,62.2,55.0,565
1.51,3,3,4,63.1,57.0,8219
0.96,3,2,2,62.7,58.0,3286
0.24,5,5,7,62.0,56.0,678
1.14,5,2,3,61.8,57.0,4724
0.78,3,6,5,60.9,57.0,3420
1.21,4,5,3,61.1,61.0,5720
1.01,2,5,2,58.2,63.0,4119
0.34,5,4,4,61.6,56.0,573
1.2,3,4,4,63.2,56.0,8491
0.3,5,6,7,60.6,57.0,895
0.32,5,4,5,61.7,55.0,645
0.26,3,6,7,61.4,58.0,597
1.01,5,7,3,63.0,57.0,6097
0.47,4,6,6,60.5,58.0,1833
1.61,4,3,3,62.5,58.0,10942
0.72,4,4,5,60.9,60.0,2607
0.7,2,2,3,61.6,63.0,1763
0.52,5,5,6,62.1,54.0,1978
0.41,5,1,5,62.7,54.0,648
0.86,5,6,3,60.6,56.0,4228
1.57,5,1,4,62.3,54.0,8363
0.78,4,7,4,63.0,58.0,3473
0.92,4,4,2,58.4,58.0,3648
0.4,2,6,2,64.2,57.0,798
0.54,4,6,4,60.0,58.0,1709
1.03,3,5,3,62.5,59.0,4282
1.01,5,3,3,60.4,58.0,5200
1.13,5,4,5,61.0,58.0,7687
1.04,5,4,6,61.4,57.0,6173
0.32,5,4,4,59.8,57.0,720
1.02,4,5,3,61.4,58.0,5369
0.71,5,3,3,61.1,57.0,2313
1.5,5,2,4,62.6,57.0,9586
1.11,4,5,6,59.2,59.0,9548
0.52,5,2,4,61.5,56.0,1214
0.91,4,2,3,60.8,59.0,2475
0.39,5,5,4,60.0,57.0,1053
0.37,3,4,6,59.9,55.0,774
1.24,5,2,3,62.4,57.0,5976
0.34,2,6,2,63.7,55.0,612
1.01,2,4,3,63.5,60.0,4588
1.76,4,2,2,62.0,58.0,10043
0.7,3,4,1,61.5,63.0,1047
2.04,4,3,3,62.5,61.0,18115
0.28,5,5,6,61.5,57.0,787
1.5,2,1,6,63.3,57.0,8276
0.3,5,4,8,62.4,55.0,1025
0.53,5,5,6,62.0,57.0,2177
1.21,4,6,2,61.9,60.0,6071
0.34,5,7,4,62.5,57.0,805
0.31,5,4,7,62.5,56.0,772
0.51,4,4,5,62.0,52.0,1781
0.32,5,6,8,60.6,60.0,1004
2.01,4,2,3,58.9,59.0,13755
2.22,5,1,2,62.8,57.0,13703
0.57,3,1,5,62.9,57.0,1270
0.9,5,4,3,60.8,58.0,4008
0.32,4,6,6,61.5,58.0,842
0.7,3,4,3,63.3,61.0,2184
0.4,5,6,5,62.2,58.0,951
0.57,4,7,4,61.9,58.0,1944
0.38,4,7,6,61.9,56.0,1257
0.92,3,6,2,62.1,58.0,4011
1.01,3,5,3,63.5,59.0,4989
1.04,5,3,2,61.8,55.0,4368
0.23,3,6,6,63.3,56.0,680
1.02,5,5,5,60.7,56.0,7091
0.41,3,4,5,62.3,56.0,899
1.06,5,4,5,61.1,57.0,8285
1.04,3,6,6,62.4,58.0,8748
0.5,4,7,4,61.1,58.0,1845
0.5,1,5,4,55.8,60.0,1279
0.71,5,7,2,61.1,57.0,2612
1.2,5,2,3,62.2,57.0,4368
1.6,4,4,7,61.5,58.0,17360
0.54,5,6,6,61.5,57.0,2776
0.31,5,6,4,61.9,55.0,680
0.7,3,6,3,61.9,60.0,2496
1.01,5,7,2,63.0,54.0,4805
1.07,4,6,2,62.9,59.0,5033
0.6,3,5,8,60.1,54.0,2988
1.3,4,1,2,61.1,61.0,5140
1.01,3,6,3,63.4,60.0,5226
1.0,1,3,4,64.8,55.0,3819
1.71,5,2,4,60.5,56.0,11455
0.74,5,7,4,61.9,56.0,3087
0.9,2,5,2,63.1,58.0,3519
1.01,4,1,4,62.4,60.0,3190
1.09,5,3,3,61.9,57.0,5358
0.72,4,2,4,60.9,60.0,2216
1.01,3,5,4,59.2,59.0,6257
0.5,3,7,3,60.3,59.0,1415
0.32,4,3,3,62.6,55.0,591
0.33,5,7,4,62.1,54.0,781
0.3,4,4,4,60.8,61.0,675
0.7,5,6,4,61.5,56.0,2940
1.2,4,3,5,61.7,59.0,4838
1.05,2,3,2,63.9,56.0,3822
0.3,5,6,6,61.1,57.0,837
0.76,4,5,8,60.6,60.0,4150
2.01,4,3,3,61.7,60.0,18188
1.2,4,1,2,58.7,59.0,4685
2.16,5,2,2,61.9,54.0,15124
0.72,5,5,5,61.7,57.0,2804
0.41,4,4,4,61.8,58.0,1061
0.4,4,6,5,60.5,61.0,1125
1.08,3,3,3,63.2,58.0,5516
1.16,3,4,6,61.6,58.0,9205
0.34,2,3,7,63.2,58.0,775
0.59,5,4,4,61.9,57.0,2336
2.13,1,3,2,64.5,58.0,13370
1.52,4,3,5,58.4,59.0,11853
1.0,5,3,3,61.4,57.0,4564
0.97,5,7,3,62.8,56.0,5028
1.45,4,7,3,62.2,58.0,10800
0.54,5,3,5,61.0,56.0,1560
1.02,3,3,2,58.3,61.0,4004
0.3,2,4,8,63.5,55.0,895
2.01,3,1,2,61.0,57.0,11110
0.73,4,5,2,60.2,59.0,1971
0.82,3,7,3,61.3,56.0,3593
1.5,5,4,6,62.2,55.0,16948
1.2,5,1,3,63.0,57.0,4234
0.3,3,3,7,63.0,56.0,684
0.27,3,7,6,61.6,59.0,620
1.21,4,5,2,61.8,59.0,4472
1.07,5,4,4,62.2,57.0,6355
0.32,5,6,6,62.0,55.0,842
0.7,5,2,4,62.5,56.0,2232
1.23,5,3,2,63.8,57.0,5510
1.16,2,4,2,63.7,57.0,3644
0.54,5,4,6,61.7,57.0,1914
1.51,3,6,3,62.9,62.0,9474
0.54,2,7,5,63.2,56.0,1939
1.3,4,2,8,61.8,58.0,7760
0.4,3,6,6,61.0,55.0,1106
0.7,4,7,4,61.3,58.0,2415
0.83,2,4,2,63.7,56.0,2614
1.01,4,7,5,62.4,58.0,8265
0.3,3,6,6,60.0,55.0,837
1.51,2,2,3,63.9,63.0,7365
0.28,3,5,6,60.2,58.0,628
0.71,1,1,4,64.9,54.0,1435
1.52,4,4,4,61.9,56.0,13282
0.4,4,7,4,61.7,59.0,1050
0.64,5,3,8,60.5,57.0,2420
0.31,2,5,4,63.5,55.0,583
1.03,5,7,3,62.4,57.0,5653
0.5,5,4,6,62.1,55.0,1935
0.34,2,3,4,63.7,57.0,689
0.33,4,4,5,61.8,59.0,854
0.9,3,4,3,62.9,54.0,4401
0.52,5,4,5,61.2,56.0,1803
0.57,5,5,4,62.3,55.0,1637
0.3,3,4,4,63.0,56.0,526
0.52,3,7,4,63.6,59.0,1664
1.5,3,2,4,60.5,60.0,9354
0.31,5,5,8,60.1,59.0,901
0.71,4,5,3,60.9,59.0,2198
0.5,3,6,3,61.4,63.0,1128
0.37,5,4,6,60.7,55.0,1073
0.5,3,5,2,62.9,63.0,1125
1.0,4,3,4,59.4,61.0,5572
0.41,5,4,4,62.5,56.0,827
0.36,5,5,4,62.0,55.0,726
1.63,5,7,2,59.4,59.0,10281
1.01,2,2,2,62.6,59.0,3399
1.51,4,2,5,61.1,61.0,10401
2.0,4,3,2,61.5,61.0,13134
0.51,5,6,4,62.0,56.0,1656
0.41,5,5,2,61.1,57.0,703
0.25,3,6,6,61.9,59.0,575
1.0,4,4,4,62.9,56.0,6209
0.53,2,3,3,63.9,55.0,1242
0.3,5,5,5,61.5,55.0,587
0.32,5,4,8,62.2,54.0,918
0.58,5,5,4,61.5,57.0,1657
0.71,5,4,3,59.7,60.0,2522
0.77,4,1,3,61.8,59.0,1909
0.91,5,2,5,62.5,55.0,3669
1.5,2,7,3,63.1,57.0,11756
0.3,5,6,6,62.1,57.0,766
0.3,3,2,3,60.5,62.0,394
0.71,3,2,5,62.2,59.0,2432
0.38,5,5,7,61.9,55.0,1096
0.52,5,6,5,62.0,53.0,1893
1.02,3,6,3,63.2,61.0,5278
0.7,5,5,6,61.9,54.8,3741
1.54,4,3,4,62.1,62.0,11632
1.02,3,5,5,62.8,58.0,7539
0.38,4,6,5,60.7,59.0,1069
0.33,5,7,3,62.2,54.0,575
0.3,5,4,6,62.0,57.0,878
0.56,5,7,4,61.4,55.0,2066
0.71,5,4,7,61.1,57.0,3955
0.7,4,5,4,61.1,62.0,2369
1.01,3,7,3,61.6,59.0,5815
0.32,3,3,3,62.6,55.0,461
1.13,5,4,7,61.2,57.0,9214
0.74,4,3,4,62.1,56.0,2532
1.06,3,3,5,61.9,58.0,5627
1.11,4,3,3,58.9,59.0,4748
1.0,5,6,4,62.0,56.0,6871
2.01,3,2,5,59.8,63.0,17068
0.5,4,7,3,62.2,57.0,1654
0.91,5,5,2,60.9,57.0,3588
0.62,3,7,4,59.0,59.0,2022
1.52,4,6,5,60.6,58.0,16628
0.4,4,7,2,60.0,58.0,666
0.51,2,4,6,63.1,58.0,1875
1.01,3,2,2,62.2,59.0,5000
0.41,2,3,4,64.1,57.0,917
0.4,4,6,5,60.4,59.0,1053
0.71,3,7,2,61.8,63.0,2279
0.52,5,6,5,61.9,55.0,2105
0.43,3,5,3,62.9,59.0,792
0.56,5,2,7,62.0,57.0,1698
0.31,5,6,4,61.3,56.0,680
0.39,5,7,5,61.9,57.0,1170
0.33,5,1,7,62.1,54.0,509
1.28,5,4,4,62.2,57.0,8774
0.38,3,6,7,62.4,57.0,1098
1.02,4,4,7,63.0,58.0,7797
0.81,3,5,5,62.7,56.0,3689
0.4,5,5,2,61.5,56.0,764
1.01,4,3,3,61.8,60.0,4943
0.53,5,7,4,60.9,57.0,1877
0.71,3,7,3,63.1,56.0,2508
0.39,5,4,7,62.3,57.0,1095
1.01,2,4,3,63.2,55.0,4326
0.7,4,1,8,60.5,59.0,2264
0.74,5,5,2,61.9,56.0,2623
0.51,3,5,8,59.4,60.0,2304
2.01,4,4,3,60.3,59.0,18741
0.41,5,7,4,59.7,57.0,1177
1.01,5,3,3,62.9,55.0,4773
0.32,2,3,5,63.1,57.0,561
0.71,5,5,5,61.1,57.0,3013
0.3,5,7,7,61.9,57.0,905
0.53,5,5,5,62.2,55.0,1908
0.52,5,7,6,60.4,57.0,2426
0.51,5,2,3,62.5,57.0,1023
1.02,5,4,6,59.2,58.0,8107
0.5,2,6,3,63.8,55.0,1316
1.5,3,3,3,62.0,63.0,7459
0.74,3,6,2,61.0,57.0,2574
1.2,4,4,3,63.0,60.0,6494
0.5,3,6,4,61.8,58.0,1624
1.51,1,4,4,56.0,65.0,8794
0.55,5,6,4,62.0,55.0,1596
0.52,5,7,7,62.0,57.0,3247
0.31,5,7,4,59.0,57.0,734
0.24,4,6,7,60.6,59.0,668
0.41,4,5,3,59.8,59.0,755
1.0,2,2,3,65.2,56.0,3836
0.54,5,7,4,60.0,56.0,2177
0.73,4,7,5,60.0,58.0,3620
2.0,3,2,4,58.6,62.0,15923
0.56,5,3,5,61.6,56.0,1949
1.02,5,4,8,62.3,57.0,8955
1.02,3,1,2,63.3,56.0,3745
0.36,5,5,4,62.0,55.0,932
0.32,4,4,7,60.9,61.0,1080
0.73,5,5,2,62.1,56.0,2712
1.1,4,2,3,60.4,61.0,4312
1.52,3,2,3,62.6,60.0,8703
0.44,5,7,6,61.8,54.8,1408
0.6,4,7,3,62.9,58.0,1799
0.37,5,3,4,62.0,54.0,603
0.33,5,6,7,61.2,55.0,1174
1.54,4,1,3,61.1,58.0,5028
0.54,5,2,5,61.9,54.0,1216
0.81,3,6,2,62.4,57.0,2894
0.39,5,5,5,61.3,56.0,902
1.23,2,3,3,63.9,56.0,5889
2.01,4,2,4,61.6,61.0,16149
0.7,3,5,7,63.3,56.0,3252
0.32,4,4,4,61.5,60.0,720
0.61,5,4,3,62.0,54.0,1579
0.41,4,6,5,59.9,58.0,1153
0.8,2,7,2,64.0,60.0,2229
0.53,4,7,3,61.0,58.0,1631
0.3,2,1,6,57.4,61.0,483
0.3,4,5,4,62.2,60.0,776
1.01,1,6,3,64.7,59.0,4181
0.42,5,5,6,60.6,57.0,1221
1.02,4,2,2,62.2,58.0,4061
0.3,4,4,7,61.7,58.0,789
1.7,2,2,1,63.6,58.0,6474
1.51,2,6,2,58.9,61.0,10884
0.31,4,6,4,61.6,59.0,680
2.23,4,1,2,60.5,61.0,12770
0.35,3,1,3,63.3,56.0,526
0.55,4,7,3,61.6,56.0,1698
0.53,5,3,5,62.3,54.0,1449
0.4,4,6,7,61.4,59.0,1333
0.31,4,4,5,62.1,58.0,802
0.33,5,5,7,61.1,55.0,854
0.31,5,3,4,61.9,55.0,489
0.54,5,3,6,61.8,56.0,1696
1.2,5,4,5,62.0,57.0,8545
0.32,4,4,5,62.1,56.0,828
0.51,5,5,2,62.7,57.0,1046
0.23,3,7,4,63.1,58.0,402
1.01,3,5,6,61.8,58.0,8922
0.31,5,4,8,61.4,56.0,891
0.4,5,6,6,62.3,54.0,1090
1.52,4,2,3,62.8,62.0,9295
1.04,5,2,5,62.9,43.0,4997
1.0,5,2,3,62.5,56.0,4649
0.5,1,6,5,56.1,64.0,1950
1.4,3,5,2,59.9,60.0,7345
0.4,3,5,7,62.3,60.0,1111
0.32,3,4,7,58.1,59.0,842
0.51,3,3,4,60.8,58.0,1414
0.7,2,7,4,64.1,59.0,3033
1.5,4,5,4,60.9,60.0,13853
1.03,3,1,5,63.4,58.0,4292
0.83,4,7,3,59.7,59.0,3556
1.91,3,5,3,62.2,54.0,17509
1.07,3,4,6,62.8,57.0,7975
0.9,4,5,2,62.7,58.0,3780
1.2,4,7,2,60.2,60.0,4203
0.43,4,7,3,60.1,58.0,1064
1.51,5,5,3,61.7,56.0,13334
